conversation_id,turn_no,speaker,utterance,intent,price,background_data,items,politeness_regressor,label,strategy
1134,2,1,"Yes, I can sell you the fridge, can I also add the stand, covers, and pull-out drawer for $20200.0",Negotiate-Price-Remove-X,20200,"A refrigerator called Samsung 25.5 cu. ft. French Door Refrigerator. With its sleek stainless steel exterior, this refrigerator boasts a large 25.5 cu. ft. capacity, a built-in ice maker, and adjustable shelves for easy customization., (A Covers called Refrigerator Handle Covers . These covers are designed to protect your refrigerator handles from scratches, fingerprints and other damage. They are usually made from a soft, padded material that is easy to clean., A Stand called Adjustable Fridge Stand with Drawer. This stand not only provides a stable base for your refrigerator but also has a convenient pull-out drawer for extra storage. It is made of high-quality stainless steel and can support up to 440 pounds.), ",refrigerator,3.4212713,5,Logrolling
1134,3,0,"$14800.0 is too much, I cannot afford it.",Negotiate-Price-NoChange,14800,"A refrigerator called Samsung 25.5 cu. ft. French Door Refrigerator. With its sleek stainless steel exterior, this refrigerator boasts a large 25.5 cu. ft. capacity, a built-in ice maker, and adjustable shelves for easy customization., (A Covers called Refrigerator Handle Covers . These covers are designed to protect your refrigerator handles from scratches, fingerprints and other damage. They are usually made from a soft, padded material that is easy to clean., A Stand called Adjustable Fridge Stand with Drawer. This stand not only provides a stable base for your refrigerator but also has a convenient pull-out drawer for extra storage. It is made of high-quality stainless steel and can support up to 440 pounds.), ",refrigerator,3.1979513,2,Boulware
1134,3,1,"$14800.0 is a great price for this refrigerator! It has a large capacity, is easy to clean, and has many useful features such as an adjustable ice maker, a built-in water dispenser, a large freezer, and a large refrigerator. It is also a great value for the price. I'm sure that you will be pleased with it even for $20200.0",Negotiate-Price-NoChange,20200,"A refrigerator called Samsung 25.5 cu. ft. French Door Refrigerator. With its sleek stainless steel exterior, this refrigerator boasts a large 25.5 cu. ft. capacity, a built-in ice maker, and adjustable shelves for easy customization., (A Covers called Refrigerator Handle Covers . These covers are designed to protect your refrigerator handles from scratches, fingerprints and other damage. They are usually made from a soft, padded material that is easy to clean., A Stand called Adjustable Fridge Stand with Drawer. This stand not only provides a stable base for your refrigerator but also has a convenient pull-out drawer for extra storage. It is made of high-quality stainless steel and can support up to 440 pounds.), ",refrigerator,3.8755348,7,Establish_credibility
1134,4,0,Your offer of $14800.0 is great! That's a great price for this refrigerator. I'm sure it will meet your needs perfectly.,Reject,14800,"A refrigerator called Samsung 25.5 cu. ft. French Door Refrigerator. With its sleek stainless steel exterior, this refrigerator boasts a large 25.5 cu. ft. capacity, a built-in ice maker, and adjustable shelves for easy customization., (A Covers called Refrigerator Handle Covers . These covers are designed to protect your refrigerator handles from scratches, fingerprints and other damage. They are usually made from a soft, padded material that is easy to clean., A Stand called Adjustable Fridge Stand with Drawer. This stand not only provides a stable base for your refrigerator but also has a convenient pull-out drawer for extra storage. It is made of high-quality stainless steel and can support up to 440 pounds.), ",refrigerator,4.0180287,0,No_strategy
1137,1,0,"I'm sorry, the laptop you are offering is too expensive. I'm willing to buy it for $65200.0",Negotiate-Price-Decrease,65200,"A Laptop called Lenovo ThinkPad X1 Carbon. The Lenovo ThinkPad X1 Carbon is a business laptop known for its durability and security features. It features a 14-inch display, up to 10th-generation Intel Core processors, and up to 16GB of memory. The laptop also comes with a durable design, long battery life, and advanced security features., (A Mouse called Razer DeathAdder Elite. This gaming mouse has an ergonomic design, customizable buttons, and advanced optical sensor technology for precise cursor control. It also has customizable Chroma RGB lighting for a personalized touch., A External monitor called HP Pavilion 22CWA. This 21.5-inch Full HD monitor offers a crisp display and a slim design. It also has an adjustable stand for comfortable viewing.), ","Laptop, (Mouse, External monitor)",3.7338994,1,Conceder
1137,1,1,"Hello! I'm really sorry, the laptop that you are offering is too expensive. I'm not even sure if I can sell it for $79800.0 I hope you'll be able to find something closer to your budget.",Greet-Inform_Negotiate-Price-NoChange,79800,"A Laptop called Lenovo ThinkPad X1 Carbon. The Lenovo ThinkPad X1 Carbon is a business laptop known for its durability and security features. It features a 14-inch display, up to 10th-generation Intel Core processors, and up to 16GB of memory. The laptop also comes with a durable design, long battery life, and advanced security features., (A Mouse called Razer DeathAdder Elite. This gaming mouse has an ergonomic design, customizable buttons, and advanced optical sensor technology for precise cursor control. It also has customizable Chroma RGB lighting for a personalized touch., A External monitor called HP Pavilion 22CWA. This 21.5-inch Full HD monitor offers a crisp display and a slim design. It also has an adjustable stand for comfortable viewing.), ","Laptop, (Mouse, External monitor)",4.2743387,1,Conceder
1137,2,0,"I really like the ThinkPad X1 Carbon. However, I cannot afford its high price tag. Can you sell me the laptop for $64100.0",Negotiate-Remove-X_Negotiate-Price-Decrease,64100,"A Laptop called Lenovo ThinkPad X1 Carbon. The Lenovo ThinkPad X1 Carbon is a business laptop known for its durability and security features. It features a 14-inch display, up to 10th-generation Intel Core processors, and up to 16GB of memory. The laptop also comes with a durable design, long battery life, and advanced security features., (A Mouse called Razer DeathAdder Elite. This gaming mouse has an ergonomic design, customizable buttons, and advanced optical sensor technology for precise cursor control. It also has customizable Chroma RGB lighting for a personalized touch., A External monitor called HP Pavilion 22CWA. This 21.5-inch Full HD monitor offers a crisp display and a slim design. It also has an adjustable stand for comfortable viewing.), ","Laptop, (External monitor,)",3.5524435,2,Boulware
1137,2,1,"Yes, I can sell you the laptop for $64100, however you'll have to pay $78700 for it. The laptop is worth $64100 however, $64100.0 is too more. How about $78700.0",Negotiate-Price-Remove-X,78700,"A Laptop called Lenovo ThinkPad X1 Carbon. The Lenovo ThinkPad X1 Carbon is a business laptop known for its durability and security features. It features a 14-inch display, up to 10th-generation Intel Core processors, and up to 16GB of memory. The laptop also comes with a durable design, long battery life, and advanced security features., (A Mouse called Razer DeathAdder Elite. This gaming mouse has an ergonomic design, customizable buttons, and advanced optical sensor technology for precise cursor control. It also has customizable Chroma RGB lighting for a personalized touch., A External monitor called HP Pavilion 22CWA. This 21.5-inch Full HD monitor offers a crisp display and a slim design. It also has an adjustable stand for comfortable viewing.), ","Laptop, (External monitor,)",3.391217,1,Conceder
1137,3,0,What will be the price of the bundle? I am considering buying both the laptop and mouse?,Negotiate-Add-X,65100,"A Laptop called Lenovo ThinkPad X1 Carbon. The Lenovo ThinkPad X1 Carbon is a business laptop known for its durability and security features. It features a 14-inch display, up to 10th-generation Intel Core processors, and up to 16GB of memory. The laptop also comes with a durable design, long battery life, and advanced security features., (A Mouse called Razer DeathAdder Elite. This gaming mouse has an ergonomic design, customizable buttons, and advanced optical sensor technology for precise cursor control. It also has customizable Chroma RGB lighting for a personalized touch., A External monitor called HP Pavilion 22CWA. This 21.5-inch Full HD monitor offers a crisp display and a slim design. It also has an adjustable stand for comfortable viewing.), ","Laptop, (Mouse, External monitor)",3.31464,3,Expanding_the_pie
1137,3,1,The laptop and mouse would only be $79700.0 together.,tell_price,79700,"A Laptop called Lenovo ThinkPad X1 Carbon. The Lenovo ThinkPad X1 Carbon is a business laptop known for its durability and security features. It features a 14-inch display, up to 10th-generation Intel Core processors, and up to 16GB of memory. The laptop also comes with a durable design, long battery life, and advanced security features., (A Mouse called Razer DeathAdder Elite. This gaming mouse has an ergonomic design, customizable buttons, and advanced optical sensor technology for precise cursor control. It also has customizable Chroma RGB lighting for a personalized touch., A External monitor called HP Pavilion 22CWA. This 21.5-inch Full HD monitor offers a crisp display and a slim design. It also has an adjustable stand for comfortable viewing.), ","Laptop, (Mouse, External monitor)",3.2726562,0,No_strategy
1137,4,0,"Hello, I am interested in buying your laptop but I do not need the delivery. Is it possible to buy the laptop without the delivery? How much would the price be?",Negotiate-Remove-delivery,64600,"A Laptop called Lenovo ThinkPad X1 Carbon. The Lenovo ThinkPad X1 Carbon is a business laptop known for its durability and security features. It features a 14-inch display, up to 10th-generation Intel Core processors, and up to 16GB of memory. The laptop also comes with a durable design, long battery life, and advanced security features., (A Mouse called Razer DeathAdder Elite. This gaming mouse has an ergonomic design, customizable buttons, and advanced optical sensor technology for precise cursor control. It also has customizable Chroma RGB lighting for a personalized touch., A External monitor called HP Pavilion 22CWA. This 21.5-inch Full HD monitor offers a crisp display and a slim design. It also has an adjustable stand for comfortable viewing.), ","Laptop, (Mouse, External monitor)",4.1329575,5,Logrolling
1137,4,1,"Yes, I can sell you the laptop without the delivery for $79200.0 How does that sound?",Negotiate-Remove-delivery,79200,"A Laptop called Lenovo ThinkPad X1 Carbon. The Lenovo ThinkPad X1 Carbon is a business laptop known for its durability and security features. It features a 14-inch display, up to 10th-generation Intel Core processors, and up to 16GB of memory. The laptop also comes with a durable design, long battery life, and advanced security features., (A Mouse called Razer DeathAdder Elite. This gaming mouse has an ergonomic design, customizable buttons, and advanced optical sensor technology for precise cursor control. It also has customizable Chroma RGB lighting for a personalized touch., A External monitor called HP Pavilion 22CWA. This 21.5-inch Full HD monitor offers a crisp display and a slim design. It also has an adjustable stand for comfortable viewing.), ","Laptop, (Mouse, External monitor)",3.320876,1,Conceder
1137,5,0,Is the display of the A Laptop called Lenovo ThinkPad X1 Carbon 14-inch good? Can you tell me more about the display of the A Laptop called Lenovo ThinkPad X1 Carbon?,Ask_Clarification-Y,NA',"A Laptop called Lenovo ThinkPad X1 Carbon. The Lenovo ThinkPad X1 Carbon is a business laptop known for its durability and security features. It features a 14-inch display, up to 10th-generation Intel Core processors, and up to 16GB of memory. The laptop also comes with a durable design, long battery life, and advanced security features., (A Mouse called Razer DeathAdder Elite. This gaming mouse has an ergonomic design, customizable buttons, and advanced optical sensor technology for precise cursor control. It also has customizable Chroma RGB lighting for a personalized touch., A External monitor called HP Pavilion 22CWA. This 21.5-inch Full HD monitor offers a crisp display and a slim design. It also has an adjustable stand for comfortable viewing.), ","Laptop, (Mouse, External monitor)",3.481216,0,No_strategy
1137,5,1,"The display of the Lenovo ThinkPad X1 Carbon is good. It has a 14-inch display, up to 10th-generation Intel Core processors, and up to 16GB of memory.",Provide_Clarification-Y,NA',"A Laptop called Lenovo ThinkPad X1 Carbon. The Lenovo ThinkPad X1 Carbon is a business laptop known for its durability and security features. It features a 14-inch display, up to 10th-generation Intel Core processors, and up to 16GB of memory. The laptop also comes with a durable design, long battery life, and advanced security features., (A Mouse called Razer DeathAdder Elite. This gaming mouse has an ergonomic design, customizable buttons, and advanced optical sensor technology for precise cursor control. It also has customizable Chroma RGB lighting for a personalized touch., A External monitor called HP Pavilion 22CWA. This 21.5-inch Full HD monitor offers a crisp display and a slim design. It also has an adjustable stand for comfortable viewing.), ","Laptop, (Mouse, External monitor)",3.4979818,7,Establish_credibility
1137,6,0,"$64600.0 is the maximum that I can afford, I cannot go more than that.",Negotiate-Price-NoChange,64600,"A Laptop called Lenovo ThinkPad X1 Carbon. The Lenovo ThinkPad X1 Carbon is a business laptop known for its durability and security features. It features a 14-inch display, up to 10th-generation Intel Core processors, and up to 16GB of memory. The laptop also comes with a durable design, long battery life, and advanced security features., (A Mouse called Razer DeathAdder Elite. This gaming mouse has an ergonomic design, customizable buttons, and advanced optical sensor technology for precise cursor control. It also has customizable Chroma RGB lighting for a personalized touch., A External monitor called HP Pavilion 22CWA. This 21.5-inch Full HD monitor offers a crisp display and a slim design. It also has an adjustable stand for comfortable viewing.), ","Laptop, (Mouse, External monitor)",3.3274035,2,Boulware
1137,6,1,"While I appreciate your offer, I cannot go as low as $64600.0 I cannot reduce the price of the laptop since it is a business laptop and has advanced security features. It also has a durable design, long battery life, and advanced security features, making it worth the investment even for $79200.0",Negotiate-Price-NoChange,79200,"A Laptop called Lenovo ThinkPad X1 Carbon. The Lenovo ThinkPad X1 Carbon is a business laptop known for its durability and security features. It features a 14-inch display, up to 10th-generation Intel Core processors, and up to 16GB of memory. The laptop also comes with a durable design, long battery life, and advanced security features., (A Mouse called Razer DeathAdder Elite. This gaming mouse has an ergonomic design, customizable buttons, and advanced optical sensor technology for precise cursor control. It also has customizable Chroma RGB lighting for a personalized touch., A External monitor called HP Pavilion 22CWA. This 21.5-inch Full HD monitor offers a crisp display and a slim design. It also has an adjustable stand for comfortable viewing.), ","Laptop, (Mouse, External monitor)",3.9440258,1,Conceder
1137,7,0,I appreciate the offer of $79200.0 but I cannot afford more than $64600.0,Negotiate-Price-NoChange,64600,"A Laptop called Lenovo ThinkPad X1 Carbon. The Lenovo ThinkPad X1 Carbon is a business laptop known for its durability and security features. It features a 14-inch display, up to 10th-generation Intel Core processors, and up to 16GB of memory. The laptop also comes with a durable design, long battery life, and advanced security features., (A Mouse called Razer DeathAdder Elite. This gaming mouse has an ergonomic design, customizable buttons, and advanced optical sensor technology for precise cursor control. It also has customizable Chroma RGB lighting for a personalized touch., A External monitor called HP Pavilion 22CWA. This 21.5-inch Full HD monitor offers a crisp display and a slim design. It also has an adjustable stand for comfortable viewing.), ","Laptop, (Mouse, External monitor)",3.8519037,1,Conceder
1137,7,1,"I understand that $64600.0 is above your budget, but I'm willing to meet you in the middle at $69900.0 Are you interested?",Negotiate-Price-Increase,69900,"A Laptop called Lenovo ThinkPad X1 Carbon. The Lenovo ThinkPad X1 Carbon is a business laptop known for its durability and security features. It features a 14-inch display, up to 10th-generation Intel Core processors, and up to 16GB of memory. The laptop also comes with a durable design, long battery life, and advanced security features., (A Mouse called Razer DeathAdder Elite. This gaming mouse has an ergonomic design, customizable buttons, and advanced optical sensor technology for precise cursor control. It also has customizable Chroma RGB lighting for a personalized touch., A External monitor called HP Pavilion 22CWA. This 21.5-inch Full HD monitor offers a crisp display and a slim design. It also has an adjustable stand for comfortable viewing.), ","Laptop, (Mouse, External monitor)",3.568912,5,Logrolling
1137,8,0,I do not really need the laptop for business. I will use the laptop to play games on it from time to time. I cannot afford the Razer DeathAdder Elite. Can you sell me the Lenovo Thinkpad X1 Carbon for $63200.0,Negotiate-Remove-X_Negotiate-Price-Decrease,63200,"A Laptop called Lenovo ThinkPad X1 Carbon. The Lenovo ThinkPad X1 Carbon is a business laptop known for its durability and security features. It features a 14-inch display, up to 10th-generation Intel Core processors, and up to 16GB of memory. The laptop also comes with a durable design, long battery life, and advanced security features., (A Mouse called Razer DeathAdder Elite. This gaming mouse has an ergonomic design, customizable buttons, and advanced optical sensor technology for precise cursor control. It also has customizable Chroma RGB lighting for a personalized touch., A External monitor called HP Pavilion 22CWA. This 21.5-inch Full HD monitor offers a crisp display and a slim design. It also has an adjustable stand for comfortable viewing.), ","Laptop, (Mouse,)",3.353429,2,Boulware
1137,8,1,"Sure! I can remove the Razer DeathAdder Elite from the bundle and sell you the Lenovo Thinkpad X1 Carbon, however I'm sorry but I cannot match the offer you made for $68500.0",Negotiate-Price-Remove-X,68500,"A Laptop called Lenovo ThinkPad X1 Carbon. The Lenovo ThinkPad X1 Carbon is a business laptop known for its durability and security features. It features a 14-inch display, up to 10th-generation Intel Core processors, and up to 16GB of memory. The laptop also comes with a durable design, long battery life, and advanced security features., (A Mouse called Razer DeathAdder Elite. This gaming mouse has an ergonomic design, customizable buttons, and advanced optical sensor technology for precise cursor control. It also has customizable Chroma RGB lighting for a personalized touch., A External monitor called HP Pavilion 22CWA. This 21.5-inch Full HD monitor offers a crisp display and a slim design. It also has an adjustable stand for comfortable viewing.), ","Laptop, (Mouse,)",3.6846323,1,Conceder
1137,9,0,I understand your price of $63200.0 and I would like to purchase the Lenovo Thinkpad X1 Carbon. Let's proceed with the transaction.,Accept,63200,"A Laptop called Lenovo ThinkPad X1 Carbon. The Lenovo ThinkPad X1 Carbon is a business laptop known for its durability and security features. It features a 14-inch display, up to 10th-generation Intel Core processors, and up to 16GB of memory. The laptop also comes with a durable design, long battery life, and advanced security features., (A Mouse called Razer DeathAdder Elite. This gaming mouse has an ergonomic design, customizable buttons, and advanced optical sensor technology for precise cursor control. It also has customizable Chroma RGB lighting for a personalized touch., A External monitor called HP Pavilion 22CWA. This 21.5-inch Full HD monitor offers a crisp display and a slim design. It also has an adjustable stand for comfortable viewing.), ","Laptop, (Mouse,)",3.5060077,0,No_strategy
1137,9,1,"I have found an interesting article by Tim Lee, a former Google engineer. It's a great read, and I'm sure you will like it too!",Acknowledge acceptance,63200,"A Laptop called Lenovo ThinkPad X1 Carbon. The Lenovo ThinkPad X1 Carbon is a business laptop known for its durability and security features. It features a 14-inch display, up to 10th-generation Intel Core processors, and up to 16GB of memory. The laptop also comes with a durable design, long battery life, and advanced security features., (A Mouse called Razer DeathAdder Elite. This gaming mouse has an ergonomic design, customizable buttons, and advanced optical sensor technology for precise cursor control. It also has customizable Chroma RGB lighting for a personalized touch., A External monitor called HP Pavilion 22CWA. This 21.5-inch Full HD monitor offers a crisp display and a slim design. It also has an adjustable stand for comfortable viewing.), ","Laptop, (Mouse,)",3.8948164,0,No_strategy
1143,1,0,Can I buy just the A Oven?,Negotiate-Remove-X,20500,"A Oven called GE Profile PTD9000SNSS . This is a double wall oven with a total capacity of 10 cu. ft. It has a true European convection cooking system, ten-pass bake element, and an eight-pass broil element. It also has a touch display that shows temperature, cooking time, and oven status. It does not have a self cleaning system. It does not have a temperature probe., (A Microwave Safe Coffee Maker Mug called Corelle Coordinates Microwave Safe Coffee Mug. This 11-ounce coffee mug is made of durable, lightweight stoneware and is microwave safe. It features a simple, classic design and is dishwasher safe for easy cleaning., A Baking sheets and pans called Glass baking dishes. Some glass baking dishes are microwave safe and can be used to bake small items like cakes, brownies, or casseroles.), ","Oven, (Microwave Safe Coffee Maker Mug,)",3.3053894,5,Logrolling
1143,1,1,If you want just the A Oven you can buy just the A Oven for $28800.0 How does that sound?,tell_price,28800,"A Oven called GE Profile PTD9000SNSS . This is a double wall oven with a total capacity of 10 cu. ft. It has a true European convection cooking system, ten-pass bake element, and an eight-pass broil element. It also has a touch display that shows temperature, cooking time, and oven status. It does not have a self cleaning system. It does not have a temperature probe., (A Microwave Safe Coffee Maker Mug called Corelle Coordinates Microwave Safe Coffee Mug. This 11-ounce coffee mug is made of durable, lightweight stoneware and is microwave safe. It features a simple, classic design and is dishwasher safe for easy cleaning., A Baking sheets and pans called Glass baking dishes. Some glass baking dishes are microwave safe and can be used to bake small items like cakes, brownies, or casseroles.), ","Oven, (Microwave Safe Coffee Maker Mug,)",3.240373,5,Logrolling
1143,2,0,"I cannot afford to buy this product, sorry.",Negotiate-Price-NoChange,20500,"A Oven called GE Profile PTD9000SNSS . This is a double wall oven with a total capacity of 10 cu. ft. It has a true European convection cooking system, ten-pass bake element, and an eight-pass broil element. It also has a touch display that shows temperature, cooking time, and oven status. It does not have a self cleaning system. It does not have a temperature probe., (A Microwave Safe Coffee Maker Mug called Corelle Coordinates Microwave Safe Coffee Mug. This 11-ounce coffee mug is made of durable, lightweight stoneware and is microwave safe. It features a simple, classic design and is dishwasher safe for easy cleaning., A Baking sheets and pans called Glass baking dishes. Some glass baking dishes are microwave safe and can be used to bake small items like cakes, brownies, or casseroles.), ","Oven, (Microwave Safe Coffee Maker Mug,)",3.642615,7,Establish_credibility
1143,2,1,"I understand your budget constraints, but I'm sorry I cannot reduce the price of the A Oven. It has a true European convection cooking system, ten-pass bake element, and an eight-pass broil element. It also has a touch display that shows temperature, cooking time, and oven status. It does not have a self cleaning system. It does not have a temperature probe.",Negotiate-Price-NoChange,28800,"A Oven called GE Profile PTD9000SNSS . This is a double wall oven with a total capacity of 10 cu. ft. It has a true European convection cooking system, ten-pass bake element, and an eight-pass broil element. It also has a touch display that shows temperature, cooking time, and oven status. It does not have a self cleaning system. It does not have a temperature probe., (A Microwave Safe Coffee Maker Mug called Corelle Coordinates Microwave Safe Coffee Mug. This 11-ounce coffee mug is made of durable, lightweight stoneware and is microwave safe. It features a simple, classic design and is dishwasher safe for easy cleaning., A Baking sheets and pans called Glass baking dishes. Some glass baking dishes are microwave safe and can be used to bake small items like cakes, brownies, or casseroles.), ","Oven, (Microwave Safe Coffee Maker Mug,)",3.6306257,7,Establish_credibility
1143,3,0,"Are these items needed to complete the deal? If not, can we modify the deal to remove delivery and include other items instead?",Negotiate-Remove-delivery,20000,"A Oven called GE Profile PTD9000SNSS . This is a double wall oven with a total capacity of 10 cu. ft. It has a true European convection cooking system, ten-pass bake element, and an eight-pass broil element. It also has a touch display that shows temperature, cooking time, and oven status. It does not have a self cleaning system. It does not have a temperature probe., (A Microwave Safe Coffee Maker Mug called Corelle Coordinates Microwave Safe Coffee Mug. This 11-ounce coffee mug is made of durable, lightweight stoneware and is microwave safe. It features a simple, classic design and is dishwasher safe for easy cleaning., A Baking sheets and pans called Glass baking dishes. Some glass baking dishes are microwave safe and can be used to bake small items like cakes, brownies, or casseroles.), ","Oven, (Microwave Safe Coffee Maker Mug,)",3.3681731,5,Logrolling
1143,3,1,"Well, if you want the deal, I would include the items.",Negotiate-Remove-delivery,28300,"A Oven called GE Profile PTD9000SNSS . This is a double wall oven with a total capacity of 10 cu. ft. It has a true European convection cooking system, ten-pass bake element, and an eight-pass broil element. It also has a touch display that shows temperature, cooking time, and oven status. It does not have a self cleaning system. It does not have a temperature probe., (A Microwave Safe Coffee Maker Mug called Corelle Coordinates Microwave Safe Coffee Mug. This 11-ounce coffee mug is made of durable, lightweight stoneware and is microwave safe. It features a simple, classic design and is dishwasher safe for easy cleaning., A Baking sheets and pans called Glass baking dishes. Some glass baking dishes are microwave safe and can be used to bake small items like cakes, brownies, or casseroles.), ","Oven, (Microwave Safe Coffee Maker Mug,)",3.5039997,0,No_strategy
1143,4,0,The total price of the product along with the add-on is $21800.0 What will be the price of the product without the add-on?,Negotiate-Add-X,21800,"A Oven called GE Profile PTD9000SNSS . This is a double wall oven with a total capacity of 10 cu. ft. It has a true European convection cooking system, ten-pass bake element, and an eight-pass broil element. It also has a touch display that shows temperature, cooking time, and oven status. It does not have a self cleaning system. It does not have a temperature probe., (A Microwave Safe Coffee Maker Mug called Corelle Coordinates Microwave Safe Coffee Mug. This 11-ounce coffee mug is made of durable, lightweight stoneware and is microwave safe. It features a simple, classic design and is dishwasher safe for easy cleaning., A Baking sheets and pans called Glass baking dishes. Some glass baking dishes are microwave safe and can be used to bake small items like cakes, brownies, or casseroles.), ","Oven, (Microwave Safe Coffee Maker Mug, Baking sheets and pans)",3.3756514,3,Expanding_the_pie
1143,4,1,The total price of the product without the add-on would be $30100.0 can I have the check please?,tell_price,30100,"A Oven called GE Profile PTD9000SNSS . This is a double wall oven with a total capacity of 10 cu. ft. It has a true European convection cooking system, ten-pass bake element, and an eight-pass broil element. It also has a touch display that shows temperature, cooking time, and oven status. It does not have a self cleaning system. It does not have a temperature probe., (A Microwave Safe Coffee Maker Mug called Corelle Coordinates Microwave Safe Coffee Mug. This 11-ounce coffee mug is made of durable, lightweight stoneware and is microwave safe. It features a simple, classic design and is dishwasher safe for easy cleaning., A Baking sheets and pans called Glass baking dishes. Some glass baking dishes are microwave safe and can be used to bake small items like cakes, brownies, or casseroles.), ","Oven, (Microwave Safe Coffee Maker Mug, Baking sheets and pans)",3.7789018,5,Logrolling
1143,5,0,an you help me to clarify Temperature probe?,Ask_Clarification-Y,NA',"A Oven called GE Profile PTD9000SNSS . This is a double wall oven with a total capacity of 10 cu. ft. It has a true European convection cooking system, ten-pass bake element, and an eight-pass broil element. It also has a touch display that shows temperature, cooking time, and oven status. It does not have a self cleaning system. It does not have a temperature probe., (A Microwave Safe Coffee Maker Mug called Corelle Coordinates Microwave Safe Coffee Mug. This 11-ounce coffee mug is made of durable, lightweight stoneware and is microwave safe. It features a simple, classic design and is dishwasher safe for easy cleaning., A Baking sheets and pans called Glass baking dishes. Some glass baking dishes are microwave safe and can be used to bake small items like cakes, brownies, or casseroles.), ","Oven, (Microwave Safe Coffee Maker Mug, Baking sheets and pans)",3.3992224,0,No_strategy
1143,5,1,This oven has a temperature probe.,Provide_Clarification-Y,NA',"A Oven called GE Profile PTD9000SNSS . This is a double wall oven with a total capacity of 10 cu. ft. It has a true European convection cooking system, ten-pass bake element, and an eight-pass broil element. It also has a touch display that shows temperature, cooking time, and oven status. It does not have a self cleaning system. It does not have a temperature probe., (A Microwave Safe Coffee Maker Mug called Corelle Coordinates Microwave Safe Coffee Mug. This 11-ounce coffee mug is made of durable, lightweight stoneware and is microwave safe. It features a simple, classic design and is dishwasher safe for easy cleaning., A Baking sheets and pans called Glass baking dishes. Some glass baking dishes are microwave safe and can be used to bake small items like cakes, brownies, or casseroles.), ","Oven, (Microwave Safe Coffee Maker Mug, Baking sheets and pans)",3.2980137,7,Establish_credibility
1143,6,0,"What would be the price for the oven, microwave, and coffee mug together?",Ask_Price,21800,"A Oven called GE Profile PTD9000SNSS . This is a double wall oven with a total capacity of 10 cu. ft. It has a true European convection cooking system, ten-pass bake element, and an eight-pass broil element. It also has a touch display that shows temperature, cooking time, and oven status. It does not have a self cleaning system. It does not have a temperature probe., (A Microwave Safe Coffee Maker Mug called Corelle Coordinates Microwave Safe Coffee Mug. This 11-ounce coffee mug is made of durable, lightweight stoneware and is microwave safe. It features a simple, classic design and is dishwasher safe for easy cleaning., A Baking sheets and pans called Glass baking dishes. Some glass baking dishes are microwave safe and can be used to bake small items like cakes, brownies, or casseroles.), ","Oven, (Microwave Safe Coffee Maker Mug, Baking sheets and pans)",3.2748353,5,Logrolling
1143,6,1,"The oven, microwave, and coffee mug would only cost you $30100.0 it is a killer deal for the product.",Ask_Price,30100,"A Oven called GE Profile PTD9000SNSS . This is a double wall oven with a total capacity of 10 cu. ft. It has a true European convection cooking system, ten-pass bake element, and an eight-pass broil element. It also has a touch display that shows temperature, cooking time, and oven status. It does not have a self cleaning system. It does not have a temperature probe., (A Microwave Safe Coffee Maker Mug called Corelle Coordinates Microwave Safe Coffee Mug. This 11-ounce coffee mug is made of durable, lightweight stoneware and is microwave safe. It features a simple, classic design and is dishwasher safe for easy cleaning., A Baking sheets and pans called Glass baking dishes. Some glass baking dishes are microwave safe and can be used to bake small items like cakes, brownies, or casseroles.), ","Oven, (Microwave Safe Coffee Maker Mug, Baking sheets and pans)",3.3669024,3,Expanding_the_pie
1143,7,0,Is the oven of the A Oven called GE Profile PTD9000SNSS double wall oven with a total capacity of 10 cu. ft. a European convection cooking system?,Ask_Clarification-Y,NA',"A Oven called GE Profile PTD9000SNSS . This is a double wall oven with a total capacity of 10 cu. ft. It has a true European convection cooking system, ten-pass bake element, and an eight-pass broil element. It also has a touch display that shows temperature, cooking time, and oven status. It does not have a self cleaning system. It does not have a temperature probe., (A Microwave Safe Coffee Maker Mug called Corelle Coordinates Microwave Safe Coffee Mug. This 11-ounce coffee mug is made of durable, lightweight stoneware and is microwave safe. It features a simple, classic design and is dishwasher safe for easy cleaning., A Baking sheets and pans called Glass baking dishes. Some glass baking dishes are microwave safe and can be used to bake small items like cakes, brownies, or casseroles.), ","Oven, (Microwave Safe Coffee Maker Mug, Baking sheets and pans)",3.2600005,0,No_strategy
1143,7,1,The oven is European convection cooking system.,Provide_Clarification-Y,NA',"A Oven called GE Profile PTD9000SNSS . This is a double wall oven with a total capacity of 10 cu. ft. It has a true European convection cooking system, ten-pass bake element, and an eight-pass broil element. It also has a touch display that shows temperature, cooking time, and oven status. It does not have a self cleaning system. It does not have a temperature probe., (A Microwave Safe Coffee Maker Mug called Corelle Coordinates Microwave Safe Coffee Mug. This 11-ounce coffee mug is made of durable, lightweight stoneware and is microwave safe. It features a simple, classic design and is dishwasher safe for easy cleaning., A Baking sheets and pans called Glass baking dishes. Some glass baking dishes are microwave safe and can be used to bake small items like cakes, brownies, or casseroles.), ","Oven, (Microwave Safe Coffee Maker Mug, Baking sheets and pans)",3.2253895,7,Establish_credibility
